shop_name,address,tel,genre_name,zip_code,offical_page
ダイニングポン太,栃木県 下都賀郡壬生町 幸町2-3-3,0282-86-6777,居酒屋,321-0203,
DININGまちもち,栃木県 宇都宮市 西川田3-8-10,028-659-8500,居酒屋,321-0152,https://www.tochinavi.net/spot/home/?id=4713
ダイリン,栃木県 宇都宮市 上戸祭町3052-4,028-621-6061,中華料理,320-0051,
ダベり居酒屋EXP,栃木県 宇都宮市 曲師町5-4 中村園ﾋﾞﾙ1-A,028-612-1622,居酒屋,320-0803,
だるまや宇都宮中央本店,栃木県 宇都宮市 江野町9-1,028-632-1082,居酒屋,320-0802,
だるまや宮の橋店,栃木県 宇都宮市 大通り4-1-12,028-306-2414,居酒屋,320-0811,
ダンディライアン,栃木県 壬生町 安塚1095-11,0282-86-4481,洋食,321-0201,
暖邸,栃木県 芳賀郡益子町 上大羽393,0285-70-6124,洋食,321-4212,http://ameblo.jp/marianntann/
暖龍　家常菜　ベルモール店,栃木県 宇都宮市 陽東6-2-1,028-612-3389,中華料理,321-8555,
暖龍　テクノポリス店,栃木県 宇都宮市 ゆいの杜5-8-4,028-623-1751,中華料理,321-3226,
小さな洋食屋さん フランシーズナチュール,栃木県 那須塩原市 井口1182-5,0287-48-6803,洋食,329-2763,https://hitosara.com/0006080875/
チェルキオピッツア,栃木県 宇都宮市 鶴田2-39-36,028-649-0553,フレンチ・イタリアン,320-0851,http://www.otodoke-egao.com/cerchio_pizza/cat_top/
ちkiちki,栃木県 宇都宮市 今泉町2543-38,028-661-8878,居酒屋,321-0962,http://www.chikichiki8878.com/
地球ホルモン,栃木県 宇都宮市 御幸ケ原町68-32 林ﾊｲﾂ1-101,028-663-8322,焼肉・ホルモン・韓国料理,321-0982,
地産地消推進店 とちぎ家,栃木県 宇都宮市 本町13-13 本町ﾋﾞﾙ2F,028-616-3751,すき焼き・しゃぶしゃぶ,320-0033,
馳走　裕や,栃木県 鹿沼市 東末広町1940-16,0289-62-3670,和食・寿司,322-0039,http://www.chiso-hiroya.jp/
地中海料理レストランシェリーロード,栃木県 足利市 寺岡町650-3,0284-91-3636,フレンチ・イタリアン,329-4213,
千鳥葦,栃木県 宇都宮市 駅前通り1-1-4,028-680-6497,居酒屋,321-0964,
チバコーヒー,栃木県 宇都宮市 陽東3-8-4,028-660-8090,カフェ・スイーツ,321-0904,
地方職員共済組合　栃木県職員会館ニューみくら,栃木県 宇都宮市 昭和1-3-6,028-622-1093,ファミリーレストラン・食堂,320-0032,http://newmikura.com
ちゃあしゅう屋上三川店,栃木県 河内郡上三川町 しらさぎ1-6-8,0285-55-2955,ラーメン・餃子,329-0618,https://www.cha-shu-ya.co.jp/
ちゃあしゅう屋さくら店,栃木県 さくら市 櫻野390,028-681-6065,ラーメン・餃子,329-1312,https://www.cha-shu-ya.co.jp/
チャイナダイニング　蓮花茶廊,栃木県 宇都宮市 一の沢2-16-10 ヴｨﾗｰｼﾞｭﾏﾝｼｮﾝ1F,028-612-3006,中華料理,320-0047,
chinese　恵泉,栃木県 鹿沼市 府中町102-93,0289-78-4212,中華料理,322-0034,
CHINESE マリファ,栃木県 那須塩原市 東大和町1-8,0287-74-5963,中華料理,325-0041,http://chinese-marifa.com/
チャイニーズあん,栃木県 宇都宮市 元今泉1-23-7,028-306-1355,中華料理,321-0954,http://www.chinese-an.net
Chinese kitchen 華華,栃木県 栃木市 大平町富田558-11 ﾌﾟﾗｯﾂ大平内,0282-44-0909,中華料理,329-4404,https://www.tochinavi.net/spot/home/?id=8957
CHINESE　DINING「花と華」,栃木県 佐野市 吉水町366-2,0283-61-0077,中華料理,327-0313,https://domannaka.co.jp/gourmet/hanatohana
チャぐら,栃木県 日光市 荊沢600ｰ1,0288-22-2101,ラーメン・餃子,321-2336,
ちゃこや,栃木県 佐野市 伊賀町706,0283-24-1986,居酒屋,327-0021,http://www.chakoya.com/
中華 幸心,栃木県 宇都宮市 西川田町1026-58,028-666-5939,中華料理,321-0151,
中華きっしょうてん,栃木県 下野市 祇園2-32-1,0258-40-6422,中華料理,329-0434,
中華きりん,栃木県 宇都宮市 岩曽町1377-189,028-664-0161,中華料理,321-0973,http://kirin-gyouza.com
中華昭和軒,栃木県 塩谷郡高根沢町 宝積寺2321-55,028-675-4421,中華料理,329-1233,
中華食堂 喜来家 本店,栃木県 宇都宮市 江曽島3-1102,028-659-8155,中華料理,321-0107,
中華そば一楽,栃木県 小山市 城東3-6-30,0825-24-0715,ラーメン・餃子,323-0807,
中華そば弥惣吉,栃木県 下野市 薬師寺3384-1,0285-32-6300,ラーメン・餃子,329-0431,
中華のわこう,栃木県 真岡市 荒町4-23-21,0285-82-2468,中華料理,321-4305,
中華百華園,栃木県 那須塩原市 埼玉8-23,0287-63-0172,中華料理,325-0033,
中華料理  華苑,栃木県 那須郡那珂川町 馬頭512,0287-92-5081,中華料理,324-0613,
中華料理　嘉蒂,栃木県 鹿沼市 上野町230-5-103,0289-78-4421,中華料理,322-0021,
中華料理　泰鵬支店,栃木県 足利市 五十部町649-1,0284-21-5540,中華料理,326-0843,http://www.taiho-s.jp/
中華料理　春菜　ベルモール店,栃木県 宇都宮市 陽東6-2-1,028-680-6208,中華料理,321-8555,
中華料理 康楽,栃木県 宇都宮市 江曽島2-17-12,028-658-6788,中華料理,321-0107,
中華料理康楽,栃木県 宇都宮市 上大曽町489-5,028-666-4878,中華料理,320-0013,
中華料理辰吉,栃木県 宇都宮市 菊水町2-7,028-633-8115,中華料理,320-0844,
中華王ちゃん大曽店,栃木県 宇都宮市 大曽2-1-13,028-643-2981,中華料理,320-0014,https://tabelog.com/tochigi/A0901/A090101/9005262/
中国茶寮　遊山,栃木県 那須塩原市 若葉町7-11,0287-60-0789,中華料理,325-0047,https://successkenkyusha.wixsite.com/yuzan
中国小館,栃木県 宇都宮市 宿郷5-3-16,028-612-7468,中華料理,321-0945,https://www.tochinavi.net/spot/home/?id=19142
中国料理 楼蘭,栃木県 那須塩原市 本町7-23,0287-63-3300,中華料理,325-0056,http://rohran.com/
中国料理　板屋飯店（ホテルニューイタヤ内）,栃木県 宇都宮市 大通り2-4-6 南館2F,028-635-5515,中華料理,320-0811,https://www.newitaya.com
中国料理　栄山,栃木県 日光市 足尾町 1646,0288-93-3866,中華料理,321-1511,
中国料理　応竜,栃木県 大田原市 城山2-2-12,0287-22-2801,中華料理,324-0052,
中国料理　華清,栃木県 矢板市 中376-1,0287-44-2557,中華料理,329-2135,
中国料理　香蘭、,栃木県 宇都宮市 旭2-16-11,028-633-2813,中華料理,320-0818,https://ko-ran.net/shop-information/
中国料理　光琳,栃木県 栃木市 旭町10-4,0282-88-1028,中華料理,328-0035,http://tochigi-korin.com/
中国料理　山泉楼駅東店,栃木県 宇都宮市 東宿郷3-3-3,028-637-3301,中華料理,321-0953,https://www.sansenro.com
中国料理　小閣樓　宇都宮店,栃木県 宇都宮市 宝木本町1140,028-665-0910,中華料理,320-0075,
中国料理　小閣樓　東簗瀬店　宇都宮,栃木県 宇都宮市 東簗瀬1-4-1,028-666-7995,中華料理,321-0925,
中国料理　天昇,栃木県 塩谷郡高根沢町 大字花岡194-1,028-676-3266,中華料理,329-1207,
中国料理桃李,栃木県 宇都宮市 江野町5-12 みよしﾋﾞﾙ2F,028-632-6464,中華料理,320-0802,
中国料理　龍亭,栃木県 宇都宮市 今泉1-1-7 藤野ﾋﾞﾙ1F,028-627-7722,中華料理,321-0966,
中国料理　龍峰,栃木県 小山市 駅南町4-30-17,0285-27-3815,中華料理,323-0822,
中国料理角半,栃木県 佐野市 大和町2692,0283-23-0001,中華料理,327-0027,
中国料理銀座園,栃木県 宇都宮市 曲師町4-11,028-633-3915,中華料理,320-0803,http://www.ginzaen.co.jp
中国料理　新農村,栃木県 宇都宮市 下岡本町907-1,028-688-8689,中華料理,329-1104,
中国料理虎,栃木県 宇都宮市 栄町6-3,028-666-8160,中華料理,320-0024,
中国料理　鈴(rin),栃木県 那須郡那須町 高久甲5176,0287-63-4265,中華料理,325-0001,http://rinchinese.com/access.html
中禅寺金谷ホテル,栃木県 日光市 中宮祠2482,0288-51-0001,フレンチ・イタリアン,321-1661,http://www.kanayahotel.co.jp/ckh/
中禅寺金谷ホテル コーヒーハウス ユーコン,栃木県 日光市 中宮祠2482,0288-55-0147,洋食,321-1661,http://www.kanayahotel.co.jp/ckh/restaurant/yukon/
中禅寺観光センター,栃木県 日光市 中宮祠2478,0288-55-0042,ファミリーレストラン・食堂,321-1661,
中国美菜　たんぼ,栃木県 真岡市 荒町5133-5,0285-82-3018,中華料理,321-4305,
中華料理胡畔,栃木県 那須塩原市 上厚崎584-3,0287-63-0626,中華料理,325-0026,
銚子屋,栃木県 那須塩原市 塩原739-1,0287-32-2433,ラーメン・餃子,329-2921,
朝鮮飯店　足利店,栃木県 足利市 福居町421-1,0284-72-2911,焼肉・ホルモン・韓国料理,326-0338,http://chousenhanten.com
ちょっ蔵食堂,栃木県 塩谷郡高根沢町 宝積寺2416,0283-06-0612,ファミリーレストラン・食堂,329-1233,
猪八海,栃木県 宇都宮市 東宿郷2-3-6,028-635-8291,居酒屋,321-0953,
千代　宇都宮焼きそば＆宇都宮餃子,栃木県 宇都宮市 江野町1-8,028-636-3031,その他,320-0802,https://tabelog.com/tochigi/A0901/A090101/9009781/
チーズガーデン　THE OVEN,栃木県 那須塩原市 下田野532-171,0287-35-4609,カフェ・スイーツ,329-2811,https://www.kuraya-group.co.jp/
チーズガーデン　佐野プレミアム・アウトレット店,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ270区画,0283-86-7577,カフェ・スイーツ,327-0822,https://www.kuraya-group.co.jp/
チーズガーデン　塩原珈琲,栃木県 那須塩原市 下田野531,0287-35-3555,カフェ・スイーツ,329-2811,https://www.kuraya-group.co.jp/
チーズガーデン　那須ガーデンアウトレット店,栃木県 那須塩原市 塩野崎184-7 那須ｶﾞｰﾃﾞﾝｱｳﾄﾚｯﾄﾐﾄﾞﾙｴﾘｱ208区,0287-65-9106,カフェ・スイーツ,329-3122,https://www.kuraya-group.co.jp/
チーズガーデン　那須本店,栃木県 那須郡那須町 高久甲喰木原2888,0287-64-4848,カフェ・スイーツ,325-0001,https://www.kuraya-group.co.jp/
チーズケーキ工房　MANIWAFARM,栃木県 那須郡那須町 大字豊原丙4526-1,0287-77-0534,カフェ・スイーツ,329-3225,
塚田農場 小山西口,栃木県 小山市 城山町3-2-18 ﾎﾃﾙﾆｭｰｶｼﾜﾋﾞﾙ1F,028-520-8060,居酒屋,323-0025,https://www.tsukadanojo.jp/shop_detail/0166/
都賀カンツリー倶楽部内レストラン,栃木県 栃木市 尻内町1757-1,0282-31-1135,その他,328-0203,http://www.tsugacc.co.jp/
酒菜の隠れ家　月あかり,栃木県 宇都宮市 駅前通り1-5-6 2F,028-643-0555,居酒屋,321-0964,https://tsukiakari-utsunomiyanishi.owst.jp/
月あかり宇都宮東口店,栃木県 宇都宮市 東宿郷1-5-19 ﾃﾗﾋﾞﾙ1F,028-610-1888,居酒屋,321-0953,https://tsukiakari-utsunomiyahigashi.owst.jp/
月島,栃木県 宇都宮市 下岡本町4210,028-673-6821,その他,329-1104,
築地食堂源ちゃんFKDインターパーク店,栃木県 宇都宮市 インターパーク6-1-1 FKDｼｮｯﾋﾟﾝｸﾞﾓｰﾙ宇都宮ｲﾝﾀｰﾊﾟｰｸ店内,028-657-7535,和食・寿司,321-0118,
築地食堂源ちゃんFKD宇都宮店,栃木県 宇都宮市 今泉町237 FKD宇都宮店1F,028-600-0225,和食・寿司,321-0962,
つ串んぼ,栃木県 日光市 文挾町206-6,080-7733-0677,和食・寿司,321-1105,https://www.instagram.com/yakitori_tukushinbo
つけ蕎麦辛流,栃木県 宇都宮市 宿郷1-12-9 宿郷ｶｻﾌﾞﾗﾝｶﾋﾞﾙ1F,028-638-8800,うどん・そば・丼,321-0945,https://r.gnavi.co.jp/gue2w78e0000/
辻めん食堂,栃木県 宇都宮市 宿郷5-27-11,028-633-1084,ファミリーレストラン・食堂,321-0945,
つぼ八宇都宮駅前店,栃木県 宇都宮市 駅前通り1-4-6 tonarie宇都宮B1F,028-616-1318,居酒屋,321-0964,
紬　tsumugi,栃木県 佐野市 大町2993-9,0283-22-1066,居酒屋,327-0017,https://r.gnavi.co.jp/bm8d35n50000/
つむぎ庵,栃木県 宇都宮市 花房2-3-10,028-633-3321,和食・寿司,320-0827,http://www.tsumugi.info/
ツリートーク,栃木県 宇都宮市 今泉町　237 福田屋ｼｮｯﾋﾟﾝｸﾞﾌﾟﾗｻﾞ宇都宮2F,028-624-9374,フレンチ・イタリアン,321-0962,
ツルミ食堂,栃木県 栃木市 都賀町家中2115,0282-27-2048,ファミリーレストラン・食堂,328-0111,http://www.katsuniman.jp
ツーリングCOFFEESHOP,栃木県 矢板市 扇町1-13-1,0287-43-7207,カフェ・スイーツ,329-2161,
ティーガーデン　ナチュール,栃木県 那須郡那須町 高久甲6225-13,0287-73-8787,カフェ・スイーツ,325-0001,http://tea-garden-nature.com/
定食　ふじもと,栃木県 宇都宮市 二荒町8-5,028-634-4766,その他,320-0804,
手打ちうどん　田舎や,栃木県 下野市 笹原10-5,0285-43-1028,うどん・そば・丼,329-0402,
手打うどんそば 讃岐,栃木県 宇都宮市 中戸祭町867-30,028-621-0301,うどん・そば・丼,320-0052,
手打ちうどん.そば.和食　三男坊,栃木県 佐野市 並木町1438-5,0283-21-4141,和食・寿司,327-0002,
手打ちうどん榛名,栃木県 宇都宮市 篠井町507,028-669-2678,うどん・そば・丼,321-2102,
手打ちそば・うどん　優心庵,栃木県 佐野市 免鳥町877-2,0283-22-6747,うどん・そば・丼,327-0041,
手打そば 小川屋,栃木県 小山市 乙女2-25-16,0285-45-0077,うどん・そば・丼,329-0214,
手打そば 今昔,栃木県 小山市 駅東通り1-5-5,0285-24-0117,うどん・そば・丼,323-0022,
手打ちそば　田舎,栃木県 那須郡那珂川町 矢又14-1,0287-92-4431,うどん・そば・丼,324-0607,
手打ちそば　いの瀬,栃木県 小山市 駅南町6-10-7,0285-27-0139,うどん・そば・丼,323-0822,
手打ちそば　うえの,栃木県 芳賀郡益子町 城内坂114,0285-72-3355,うどん・そば・丼,321-4218,
手打ちそば　かつら,栃木県 日光市 中宮2482,0288-55-0238,うどん・そば・丼,321-1661,
手打ちそば　松隣,栃木県 小山市 中央町2-7-26,0285-23-0620,うどん・そば・丼,323-0023,
手打蕎麦　藤人,栃木県 芳賀郡益子町 七井1407,0285-72-2337,うどん・そば・丼,321-4106,
手打ち蕎麦　ゆうり庵,栃木県 宇都宮市 陽東2-4-4,028-680-4349,うどん・そば・丼,321-0904,
手打ちそばお食事処　藍,栃木県 栃木市 西方町元922-14,0282-92-0620,うどん・そば・丼,322-0604,
手打ち蕎麦雅山,栃木県 那須郡那須町 高久乙802-39,0287-74-2517,うどん・そば・丼,325-0303,https://www.soba-gazan.com/
手打ちそば新月,栃木県 日光市 中宮祠2478,0288-55-0074,うどん・そば・丼,321-1661,
手打ちそば処　新喜庵,栃木県 栃木市 旭町14-2,0282-22-1107,うどん・そば・丼,328-0035,
手打ちそば満留賀,栃木県 小山市 本郷町2-9-15,0285-22-2371,うどん・そば・丼,323-0026,
手打ちそばめん坊,栃木県 小山市 松沼643-3,0285-37-2800,うどん・そば・丼,323-0007,
手打ちそば若森,栃木県 宇都宮市 満美穴町549-1,028-667-3339,うどん・そば・丼,321-3225,
手打ちそば・うどん　もちづき,栃木県 宇都宮市 陽東1-8-18,028-689-5618,うどん・そば・丼,321-0904,
手打ち中華　こころ,栃木県 宇都宮市 下川俣町206-244 宮ﾊｲﾂ101,028-680-6755,ラーメン・餃子,321-0972,
手打ちらーめん 茶偉那,栃木県 佐野市 犬伏新町1336ｰ6,0283-22-3438,ラーメン・餃子,327-0803,
手打らーめん まるち,栃木県 足利市 常見町3-3-8,0284-55-5269,ラーメン・餃子,326-0022,
手打ちラーメン めん一,栃木県 足利市 葉鹿町750-1,0284-62-0080,ラーメン・餃子,326-0143,
手打ラーメン蔵八,栃木県 日光市 今市本町7-7,0288-22-0021,ラーメン・餃子,321-1272,
てしごとや笑心吉,栃木県 栃木市 大平町 富田558-11 ﾌﾟﾗｯﾂおおひら内,070-3663-8544,居酒屋,329-4404,
てじ家,栃木県 宇都宮市 東宿郷2-11-1 伸晃ハイツ1F,028-638-2425,焼肉・ホルモン・韓国料理,321-0953,
鉄板グリルダイニング弘路,栃木県 宇都宮市 宝木町2-2567-9,028-678-9380,洋食,320-0061,
鉄板Dainingたいしょう庵,栃木県 宇都宮市 長岡町629-5,028-623-4138,居酒屋,320-0004,
てっぱんびすとろ 小鳥遊,栃木県 小山市 駅東通り1-20-1 第一鈴木101,0285-32-6309,焼肉・ホルモン・韓国料理,323-0022,
鉄板焼TSUKINOUSAGI,栃木県 宇都宮市 鶴田2-14-6,028-647-4129,その他,320-0857,https://teppanyaki-tsukinousagi.com/
鉄板焼　峰,栃木県 宇都宮市 五代3-15-24,028-653-7956,居酒屋,321-0135,
てっぱん焼き　わん温one,栃木県 宇都宮市 中央2-5-12 TUﾋﾞﾙ102,028-688-8221,居酒屋,320-0806,
鉄板焼きSAKUJIRO,栃木県 宇都宮市 東宿郷4-5-11 ｿｰﾗｰﾊｲﾂあづさ1F,028-610-9070,居酒屋,321-0953,
鉄板焼ステーキ世里花,栃木県 宇都宮市 中央本町1-3 ﾏﾙﾖｼﾋﾞﾙ3F,028-636-8773,洋食,320-0805,https://steak-serika.com
鉄板焼　大,栃木県 小山市 城東1-18-13,0285-37-8288,焼肉・ホルモン・韓国料理,323-0807,
鉄板焼ダイニンググローズ,栃木県 小山市 城東1-17-18 ｺｰﾄﾋﾞﾚｼﾞ102号室,0285-21-1919,居酒屋,323-0807,https://www.grows-oyama.com
鉄板焼valon,栃木県 宇都宮市 江野町6-4 ｲｻﾐﾋﾞﾙ1F,028-680-7964,その他,320-0802,
手羽先唐揚げ　手羽丸,栃木県 宇都宮市 陽東2-4-9 手羽先唐揚げ手羽丸,028-688-7331,居酒屋,321-0904,https://japanese-izakaya-restaurant-10880.business.site/
手もみそば いけもり,栃木県 足利市 宮北町1-2,0284-43-0731,うどん・そば・丼,326-0027,http://www.watv.ne.jp/~ikemori/
天下一品　小山店,栃木県 小山市 駅東通り3-36-16,0285-23-7344,ラーメン・餃子,323-0022,
天下一品末広店,栃木県 宇都宮市 末広2-3-40,028-655-4010,ラーメン・餃子,321-0022,
天空ダイニング　レガーロ,栃木県 宇都宮市 陽東5-32-1 ﾎﾃﾙﾃﾞﾙｿﾙ内11F,028-660-5000,フレンチ・イタリアン,321-0904,https://www.facebook.com/regalo.regalo.7
天狗屋,栃木県 鹿沼市 草久5065,0289-74-2277,うどん・そば・丼,322-0101,https://www.tenguya.net/
TEN's BAR,栃木県 宇都宮市 宿郷5-2-1 成和ビル1Ｆ,028-634-0300,バー・ダイニングバー,321-0945,
天通,栃木県 那須塩原市 睦106-16 ﾊﾗﾀﾞﾋﾞﾙ2F,0287-37-5430,居酒屋,329-2706,http://www.tentsu.jp/
店内製麺さくら,栃木県 那須塩原市 沓掛705-1,0287-73-5444,ラーメン・餃子,329-3133,https://mobile.twitter.com/ebydhexucg1r8qc
10 picnic tables,栃木県 下野市 国分寺821-1,0285-38-8189,カフェ・スイーツ,329-0417,https://www.tenpyopark.com/
天ぷら　生蕎麦　なかだや,栃木県 那須烏山市 田野倉10-2,0287-88-2150,うどん・そば・丼,321-0526,https://www.tochinavi.net/spot/home/?id=2874
てんぷらいち村,栃木県 宇都宮市 東宿郷2-4-1 ﾎﾃﾙﾏｲｽﾃｲｽﾞ宇都宮3F,028-680-5541,和食・寿司,321-0953,
天ぷら割烹　天基,栃木県 那須塩原市 太夫塚6-232-374,0287-37-4532,和食・寿司,329-2735,
てんぷら処　天晴APPARE,栃木県 小山市 城山町3-15-3 日南ﾋﾞﾙ1F,0285-38-6840,居酒屋,323-0025,
天毬,栃木県 宇都宮市 一ノ沢町276-8,028-622-1085,和食・寿司,320-0049,
典満餃子,栃木県 宇都宮市 駅前通り3-3-1,028-688-7880,ラーメン・餃子,321-0964,
天竜飯店,栃木県 真岡市 長田234-12,0285-84-5662,中華料理,321-4364,
ディサポーレ,栃木県 日光市 鬼怒川温泉大原1396-7,0288-77-1387,フレンチ・イタリアン,321-2522,
ディッパーダン,栃木県 佐野市 高萩町1324-1 ｲｵﾝﾓｰﾙ佐野新都市店2F,0283-21-6500,カフェ・スイーツ,327-0821,https://dipperdan.jp/
ディプント宇都宮駅前店,栃木県 宇都宮市 駅前通り1-4-6 宇都宮西口ﾋﾞﾙ1F,028-600-3888,居酒屋,321-0964,https://www.dipunto.wine/shop/utsunomiya-ekimae/
d gardenかましんゆいの杜店,栃木県 宇都宮市 ゆいの杜1-2-21,0120-003-638,カフェ・スイーツ,321-3226,https://www.nttdocomo.co.jp/support/shop/search/shop.html?id=0300306928300
D-cat,栃木県 鹿沼市 貝島町512-7,0289-77-5018,カフェ・スイーツ,322-0027,
デザート王国　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-613-5677,カフェ・スイーツ,321-8555,
デザート王国おやまゆうえん店,栃木県 小山市 喜沢1475 おやまゆうえんﾊｰヴｪｽﾄｳｵｰｸ1F,0285-20-1607,カフェ・スイーツ,323-0014,
デニーズ足利芳町店,栃木県 足利市 芳町31-1,0284-44-0301,ファミリーレストラン・食堂,326-0035,https://www.dennys.jp/
デニーズ宇都宮元今泉店,栃木県 宇都宮市 元今泉3-3-17,028-634-3917,ファミリーレストラン・食堂,321-0954,https://www.dennys.jp/
デニーズ宇都宮陽南店,栃木県 宇都宮市 江曽島町1251-4,028-658-2261,ファミリーレストラン・食堂,321-0102,https://www.dennys.jp/
デニーズ大田原店,栃木県 大田原市 本町1-2690,0287-22-8808,ファミリーレストラン・食堂,324-0041,https://www.dennys.jp/
デニーズ小山駅南町店,栃木県 小山市 駅南町4-31-8,0285-27-6106,ファミリーレストラン・食堂,323-0822,https://www.dennys.jp/
デニーズおやまゆうえん店,栃木県 小山市 喜沢1475,0285-25-8668,ファミリーレストラン・食堂,323-0014,https://www.dennys.jp/
デニーズ鹿沼店,栃木県 鹿沼市 西茂呂4-3-3,0289-63-1285,ファミリーレストラン・食堂,322-0029,https://www.dennys.jp/
デニーズ栃木室町店,栃木県 栃木市 室町6-27,0282-24-3101,ファミリーレストラン・食堂,328-0036,https://www.dennys.jp/
デリ＆タパス ワラサン,栃木県 芳賀郡益子町 益子1539-2,0285-81-3702,洋食,321-4217,
デリフランス那須店,栃木県 那須塩原市 塩野崎184-7,0287-65-4001,カフェ・スイーツ,329-3122,
伝説のすた丼屋　宇都宮陽南店,栃木県 宇都宮市 江曽島町1251-3,028-688-0422,うどん・そば・丼,321-0102,https://sutadonya.com/shop/%e5%ae%87%e9%83%bd%e5%ae%ae%e5%ba%97/
でん楽・小山店,栃木県 小山市 城山町 3-2-14 第二伊豆倉ﾋﾞﾙ1F,0285-23-8080,居酒屋,323-0025,
DESI  RESTAURANT,栃木県 足利市 江川町1-17-16,0284-42-7722,アジア・エスニック・各国料理,326-0067,
東急ハーヴェストクラブ那須　レストラン「光彩」,栃木県 那須郡那須町 高久丙1792,0287-76-1900,その他,325-0302,
東急ハーヴェストクラブ那須　レストラン「みのり」,栃木県 那須郡那須町 高久丙1792,0287-76-1900,その他,325-0302,
公益財団法人　東京海上スポーツ財団　那須スポーツパーク　レストラン「ひなたぼっこ」,栃木県 大田原市 湯津上2745,0287-98-2811,その他,324-0403,http://www.tokiomarine-sports.or.jp
陶芸の森  長谷川陶苑,栃木県 芳賀郡益子町 益子4240-3,0285-72-6161,和食・寿司,321-4217,http://www.hasegawatoen.co.jp
峠の味ところ大越路,栃木県 鹿沼市 下永野1541,0289-84-0951,ファミリーレストラン・食堂,328-0212,
峠の茶屋,栃木県 足利市 山下町2529,0284-62-2844,うどん・そば・丼,326-0846,
桃泉楼,栃木県 宇都宮市 下岡本町2073-9,028-671-0878,中華料理,329-1104,
東天紅,栃木県 那須塩原市 鍋掛 1088-652,0287-63-6407,ラーメン・餃子,325-0013,
東都栃木カントリー倶楽部内レストラン,栃木県 真岡市 青谷60,0285-72-1181,その他,321-4312,https://www.toto-motors.co.jp/golf/tochigi/
雷龍　東武駅前店,栃木県 宇都宮市 江野町6-8,028-666-0178,ラーメン・餃子,320-0802,https://hinotama-company.co.jp/brands/rairyu
東武宇都宮百貨店　和食　月山　鮨処　明日香,栃木県 宇都宮市 宮園町5-4,028-612-8025,和食・寿司,320-8560,
東武宇都宮百貨店 アフタヌーンティーティールーム,栃木県 宇都宮市 宮園町5-4,028-636-2211,カフェ・スイーツ,320-8560,
東武宇都宮百貨店　カフェコムサ,栃木県 宇都宮市 宮園町5-4,028-636-2211,カフェ・スイーツ,320-8560,
東武宇都宮百貨店　キーコーヒー,栃木県 宇都宮市 宮園町5-4,028-651-5078,カフェ・スイーツ,320-0808,
東武宇都宮百貨店　茶房　紗綾さや,栃木県 宇都宮市 宮園町5-4,028-636-2211,和食・寿司,320-8560,
東武宇都宮百貨店　上福楼,栃木県 宇都宮市 宮園町5-4,028-636-2211,中華料理,320-8560,
東武宇都宮百貨店　宇都宮本店　旬果　Ｆｒｕｉｔ　Ｇａｒｄｅｎ,栃木県 宇都宮市 宮園町5-4,028-651-5071,その他,320-0808,
東武宇都宮百貨店　全国ラーメン紀行,栃木県 宇都宮市 宮園町5-4,028-636-2211,ラーメン・餃子,320-8560,
株式会社東武宇都宮百貨店　タリーズコーヒー,栃木県 宇都宮市 宮園町5-4,028-636-2211,カフェ・スイーツ,320-8560,https://www.tullys.co.jp
東武宇都宮百貨店大田原店　アントステラ,栃木県 大田原市 美原1-3537-2,0287-20-2211,カフェ・スイーツ,324-0047,
東武宇都宮百貨店大田原店　キーコーヒー,栃木県 大田原市 美原1-3537-2,0287-20-2211,その他,324-0047,
東武宇都宮百貨店大田原店　サーティーワンアイスクリーム,栃木県 大田原市 美原1-3537-2,0287-20-2211,カフェ・スイーツ,324-0047,
東武宇都宮百貨店大田原店　富次郎,栃木県 大田原市 美原1-3537-2,0287-20-2211,その他,324-0047,
東武宇都宮百貨店大田原店　日本一,栃木県 大田原市 美原1-3537-2,0287-20-2211,その他,324-0047,
東武宇都宮百貨店大田原店　HANAcafe,栃木県 大田原市 美原1-3537-2,0287-20-2211,カフェ・スイーツ,324-0047,
東武宇都宮百貨店大田原店　フードパレット,栃木県 大田原市 美原1-3537-2,0287-20-2211,ファミリーレストラン・食堂,324-0047,
東武宇都宮百貨店栃木市役所店　キーコーヒー,栃木県 栃木市 万町9-25,0282-24-2211,その他,328-0015,
東武宇都宮百貨店栃木市役所店　旬香,栃木県 栃木市 万町9-25,0282-24-2211,その他,328-0015,
東武宇都宮百貨店栃木市役所店　富次郎,栃木県 栃木市 万町9-25,0282-24-2211,その他,328-0015,
東武宇都宮百貨店栃木市役所店　麺や隆,栃木県 栃木市 万町9-25,0282-24-2211,ラーメン・餃子,328-0015,http://www.tobu-u-dept.jp/tochigi/
東武ホテルグランデ　カフェレストラン オアシス,栃木県 宇都宮市 本町5-12 宇都宮東武ﾎﾃﾙｸﾞﾗﾝﾃﾞ1F,028-643-2140,カフェ・スイーツ,320-0033,https://www.tobuhotel.co.jp/utsunomiya/restaurant/oasis/index.html
東武ホテルグランデ　中国料理 竹園,栃木県 宇都宮市 本町5-12 宇都宮東武ﾎﾃﾙｸﾞﾗﾝﾃﾞ2F,028-643-2159,中華料理,320-0033,https://www.tobuhotel.co.jp/utsunomiya/restaurant/chikuen/index.html
